College,Branch,Quota,Category,Gender,Opening Rank,Closing Rank
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Home State,SC,Female-only,7401,7401
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,OPEN,Gender-Neutral,36313,39490
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,OPEN,Female-only,47120,49400
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,OPEN(PwD),Gender-Neutral,1897,1897
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,EWS,Gender-Neutral,5543,5655
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,EWS,Female-only,7584,7584
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,OBC-NCL,Gender-Neutral,11598,12334
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,OBC-NCL,Female-only,18859,19143
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,SC,Gender-Neutral,4348,6417
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,SC,Female-only,7234,7234
Dr B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering,Other State,ST,Gender-Neutral,2496,2633
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,OPEN,Gender-Neutral,47327,58952
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,OPEN,Female-only,54402,64698
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,OPEN(PwD),Gender-Neutral,2711,2711
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,EWS,Gender-Neutral,9381,10250
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,EWS,Female-only,12630,12630
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,OBC-NCL,Gender-Neutral,34344,51132
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,OBC-NCL,Female-only,43683,63114
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,SC,Gender-Neutral,7618,9573
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Home State,SC,Female-only,11172,11172
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,OPEN,Gender-Neutral,25507,43668
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,OPEN,Female-only,42935,55991
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,OPEN(PwD),Gender-Neutral,1098,1098
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,EWS,Gender-Neutral,6268,6357
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,EWS,Female-only,8463,8463
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,OBC-NCL,Gender-Neutral,12844,14121
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,OBC-NCL,Female-only,20034,20097
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,SC,Gender-Neutral,5637,6425
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,SC,Female-only,1933,1933
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,ST,Gender-Neutral,670,1292
Dr B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering,Other State,ST,Female-only,3181,3181
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,OPEN,Gender-Neutral,6821,16325
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,OPEN,Female-only,17315,18633
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,OPEN(PwD),Female-only,2038,2038
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,EWS,Gender-Neutral,2434,3024
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,EWS,Female-only,2865,3397
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,4840,8919
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,OBC-NCL,Female-only,4979,10562
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,SC,Gender-Neutral,967,3454
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,SC,Female-only,3449,3812
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,ST,Gender-Neutral,2251,3795
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Home State,ST,Female-only,9914,9914
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,OPEN,Gender-Neutral,7991,11262
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,OPEN,Female-only,16419,19838
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,OPEN(PwD),Gender-Neutral,411,411
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,EWS,Gender-Neutral,1529,1671
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,EWS,Female-only,2791,2791
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,OBC-NCL,Gender-Neutral,3422,3876
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,OBC-NCL,Female-only,6820,7634
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,OBC-NCL(PwD),Female-only,364,364
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,SC,Gender-Neutral,971,2146
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,SC,Female-only,2514,3741
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,SC(PwD),Gender-Neutral,104,104
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,ST,Gender-Neutral,513,884
Dr B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering,Other State,ST,Female-only,1357,1357
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,OPEN,Gender-Neutral,17021,20283
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,OPEN,Female-only,18820,18820
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,OPEN(PwD),Female-only,1808,1808
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,EWS,Gender-Neutral,3300,3670
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,EWS,Female-only,4848,4848
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,OBC-NCL,Gender-Neutral,9473,19709
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,OBC-NCL,Female-only,23221,23221
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,SC,Gender-Neutral,4733,5878
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,SC,Female-only,6475,6475
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,ST,Gender-Neutral,5260,5260
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Home State,ST,Female-only,13468,13468
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,OPEN,Gender-Neutral,13847,14814
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,OPEN,Female-only,24363,24930
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,OPEN(PwD),Gender-Neutral,703,703
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,EWS,Gender-Neutral,2101,2117
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,EWS,Female-only,3846,3846
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,OBC-NCL,Gender-Neutral,4917,5555
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,OBC-NCL,Female-only,9265,9265
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,SC,Gender-Neutral,2243,2643
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,SC,Female-only,4746,4746
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,ST,Gender-Neutral,1047,1259
Dr B R Ambedkar National Institute of Technology Jalandhar,Data Science and Engineering,Other State,ST,Female-only,2577,2577
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,OPEN,Gender-Neutral,26679,29947
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,OPEN,Female-only,28169,29154
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,OPEN(PwD),Gender-Neutral,3230,3230
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,EWS,Gender-Neutral,4722,4808
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,EWS,Female-only,7211,7211
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,OBC-NCL,Gender-Neutral,22454,27518
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,OBC-NCL,Female-only,30017,30017
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,SC,Gender-Neutral,6880,7013
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,SC,Female-only,7357,7357
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Home State,ST,Gender-Neutral,3945,10439
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,OPEN,Gender-Neutral,17381,20115
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,OPEN,Female-only,31516,32378
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,OPEN(PwD),Gender-Neutral,1140,1140
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,EWS,Gender-Neutral,2812,3085
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,EWS,Female-only,5273,5273
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,OBC-NCL,Gender-Neutral,5961,7084
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,OBC-NCL,Female-only,12913,12913
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,SC,Gender-Neutral,3303,4303
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,SC,Female-only,6535,6535
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,ST,Gender-Neutral,1676,1723
Dr B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering,Other State,ST,Female-only,2918,2918
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,17414,26658
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,OPEN,Female-only,21017,25474
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,OPEN(PwD),Female-only,1878,1878
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,EWS,Gender-Neutral,4241,4321
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,EWS,Female-only,6717,6717
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,OBC-NCL,Gender-Neutral,9081,23520
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,OBC-NCL,Female-only,22397,24627
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,SC,Gender-Neutral,3643,6757
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,SC,Female-only,6830,6830
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,ST,Gender-Neutral,7148,7679
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Home State,ST,Female-only,10440,10440
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,OPEN,Gender-Neutral,14809,16180
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,OPEN,Female-only,24362,26952
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,OPEN(PwD),Gender-Neutral,852,852
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,EWS,Gender-Neutral,2218,2263
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,EWS,Female-only,3766,3766
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,OBC-NCL,Gender-Neutral,4886,5790
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,OBC-NCL,Female-only,11351,11408
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,OBC-NCL(PwD),Gender-Neutral,373,373
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,SC,Gender-Neutral,2859,3278
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,SC,Female-only,4564,4564
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,ST,Gender-Neutral,1245,1427
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering,Other State,ST,Female-only,2690,2690
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,OPEN,Gender-Neutral,24789,27873
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,OPEN,Female-only,26765,26765
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,EWS,Gender-Neutral,4630,4630
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,OBC-NCL,Gender-Neutral,23783,25114
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,OBC-NCL,Female-only,25671,25671
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,SC,Gender-Neutral,849,849
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,SC,Female-only,3296,3296
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Home State,ST,Gender-Neutral,11575,11575
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,OPEN,Gender-Neutral,16773,17244
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,OPEN,Female-only,25783,25783
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,EWS,Gender-Neutral,2370,2586
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,OBC-NCL,Gender-Neutral,5928,6176
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,OBC-NCL,Female-only,12282,12282
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,SC,Gender-Neutral,3784,3784
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,SC,Female-only,6162,6162
Dr B R Ambedkar National Institute of Technology Jalandhar,Electronics and VLSI Engineering,Other State,ST,Gender-Neutral,1445,1445
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,OPEN,Gender-Neutral,48615,68146
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,OPEN,Female-only,52736,65722
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,EWS,Gender-Neutral,10218,11143
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,EWS,Female-only,10416,10416
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,OBC-NCL,Gender-Neutral,46217,56244
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,OBC-NCL,Female-only,70716,74351
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,SC,Gender-Neutral,11090,14690
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Home State,SC,Female-only,14334,14334
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,OPEN,Gender-Neutral,19975,45203
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,OPEN,Female-only,54826,57544
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,EWS,Gender-Neutral,6549,6565
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,EWS,Female-only,9041,9041
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,OBC-NCL,Gender-Neutral,13203,15870
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,OBC-NCL,Female-only,21413,22374
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,SC,Gender-Neutral,4613,6801
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,SC,Female-only,10875,10875
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,ST,Gender-Neutral,3142,3285
Dr B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering,Other State,ST,Female-only,3799,3799
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,OPEN,Gender-Neutral,16387,23198
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,OPEN,Female-only,21230,25280
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,OPEN(PwD),Gender-Neutral,821,821
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,EWS,Gender-Neutral,3395,3874
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,OBC-NCL,Gender-Neutral,9123,16759
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,OBC-NCL,Female-only,11219,20479
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,SC,Gender-Neutral,4126,6554
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,SC,Female-only,4350,4550
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Home State,ST,Gender-Neutral,7745,9740
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,OPEN,Gender-Neutral,11914,14615
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,OPEN,Female-only,21745,25166
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,OPEN(PwD),Gender-Neutral,505,505
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,EWS,Gender-Neutral,1927,2031
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,EWS,Female-only,3671,3671
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,OBC-NCL,Gender-Neutral,4042,5165
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,OBC-NCL,Female-only,8458,8853
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,OBC-NCL(PwD),Female-only,816,816
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,SC,Gender-Neutral,2234,3069
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,SC,Female-only,4524,4664
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,ST,Gender-Neutral,1168,1244
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,ST,Female-only,2684,2684
Dr B R Ambedkar National Institute of Technology Jalandhar,Information Technology,Other State,ST(PwD),Gender-Neutral,101,101
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,OPEN,Gender-Neutral,28502,45047
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,OPEN,Female-only,36779,51164
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,EWS,Gender-Neutral,6560,7482
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,EWS,Female-only,7706,7706
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,OBC-NCL,Gender-Neutral,25707,39530
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,OBC-NCL,Female-only,45649,60462
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,SC,Gender-Neutral,7705,11045
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,SC,Female-only,7831,7831
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,ST,Gender-Neutral,22132,22132
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Home State,ST,Female-only,15588,15588
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,OPEN,Gender-Neutral,22486,27963
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,OPEN,Female-only,34279,42357
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,OPEN(PwD),Gender-Neutral,1050,1050
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,EWS,Gender-Neutral,4308,4337
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,EWS,Female-only,6625,6625
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,EWS(PwD),Gender-Neutral,317,317
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,OBC-NCL,Gender-Neutral,8106,9630
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,OBC-NCL,Female-only,16580,16580
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,OBC-NCL(PwD),Female-only,1564,1564
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,SC,Gender-Neutral,4798,5574
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,SC,Female-only,7472,7472
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,ST,Gender-Neutral,2533,2569
Dr B R Ambedkar National Institute of Technology Jalandhar,Instrumentation and Control Engineering,Other State,ST,Female-only,4449,4449
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,OPEN,Gender-Neutral,12228,23297
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,OPEN,Female-only,17921,24158
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,EWS,Gender-Neutral,4142,4179
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,EWS,Female-only,5547,5547
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,OBC-NCL,Gender-Neutral,12994,23392
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,OBC-NCL,Female-only,23380,23380
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,SC,Gender-Neutral,3935,6068
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,SC,Female-only,1390,1390
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Home State,ST,Gender-Neutral,14260,20545
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Other State,OPEN,Gender-Neutral,10431,15002
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Other State,OPEN,Female-only,21041,26284
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Other State,OPEN(PwD),Gender-Neutral,828,828
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Other State,OPEN(PwD),Female-only,1300,1300
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Other State,EWS,Gender-Neutral,2024,2200
Dr B R Ambedkar National Institute of Technology Jalandhar,Mathematics and Computing,Other State,OBC-NCL,Gender-Neutral,4955,5712
